Country code,Country name,Year,EnergyUse_perCapita,CO2_Emissions,GDP,Population
AGO,Angola,1990,569.242999454671,4429.736,10260193360.6806,10335052.0
AGO,Angola,1991,565.451027196188,4367.397,12193746624.6789,10653515.0
AGO,Angola,1992,550.548264050147,4418.735,5779394291.7582,11002910.0
AGO,Angola,1993,551.688878141007,5801.194,5285600050.3455,11371750.0
AGO,Angola,1994,541.553066688467,3890.687,4059577145.36303,11742960.0
AGO,Angola,1995,528.386164349669,11012.001,5039534776.4902,12105105.0
AGO,Angola,1996,531.680254723364,10491.287,7526446605.51712,12452725.0
AGO,Angola,1997,531.736161548602,7381.671,7675412589.45525,12792237.0
AGO,Angola,1998,519.274348629747,7308.331,6445192203.74553,13138265.0
AGO,Angola,1999,531.897946760463,9156.499,6154480286.73835,13511575.0
AGO,Angola,2000,533.443417033279,9541.534,9129180360.52186,13926373.0
AGO,Angola,2001,542.4698802717,9732.218,8936023211.53323,14388244.0
AGO,Angola,2002,549.321868464362,12665.818,11431738445.4161,14890474.0
AGO,Angola,2003,568.512866746654,9064.824,13956268299.1078,15419943.0
AGO,Angola,2004,597.237843616716,18793.375,19775218957.9962,15957460.0
AGO,Angola,2005,551.955631568424,19156.408,30632364953.7518,16489021.0
AGO,Angola,2006,581.149517888093,22266.024,45163239832.4302,17010366.0
AGO,Angola,2007,605.808197911062,25151.953,60451594399.3951,17525367.0
AGO,Angola,2008,630.636694917453,24370.882,84178512502.4322,18037964.0
ALB,Albania,1990,809.215612301386,7488.014,2101624960.0,3289483.0
ALB,Albania,1991,565.8792810391,3971.361,1139166679.0665,3291695.0
ALB,Albania,1992,413.9412418124,2387.217,709452572.658102,3266983.0
ALB,Albania,1993,410.921451542233,2343.213,1228071037.41335,3224901.0
ALB,Albania,1994,443.46429342004,1928.842,1985673025.89461,3179442.0
ALB,Albania,1995,421.572747398843,2086.523,2424498952.88127,3141102.0
ALB,Albania,1996,454.236767560979,2016.85,3013217852.57366,3112597.0
ALB,Albania,1997,390.423111728638,1543.807,2196223713.8105,3091902.0
ALB,Albania,1998,423.029992819183,1752.826,2727745453.08283,3079037.0
ALB,Albania,1999,569.095509686028,2992.272,3434402453.41057,3072725.0
ALB,Albania,2000,574.984634696418,3028.942,3686649387.03405,3071856.0
ALB,Albania,2001,580.734963335671,3230.627,4091020249.36656,3077378.0
ALB,Albania,2002,642.287892528201,3751.341,4449373455.56632,3089778.0
ALB,Albania,2003,663.774531247133,4290.39,5652325081.59963,3106701.0
ALB,Albania,2004,640.551691739249,4004.364,7464446950.02559,3124861.0
ALB,Albania,2005,724.181361003247,4602.085,8376483740.48289,3141800.0
ALB,Albania,2006,679.845796451696,4231.718,9132562332.43024,3156607.0
ALB,Albania,2007,671.007503947578,4481.074,10704660840.2938,3169665.0
ALB,Albania,2008,649.924545726296,4176.713,12968653524.7799,3181397.0
ARE,United Arab Emirates,1990,11258.1323445989,52009.061,33653227968.2983,1808642.0
ARE,United Arab Emirates,1991,12262.38813035,57010.849,33919640389.9773,1909812.0
ARE,United Arab Emirates,1992,11058.790176233,58136.618,35412694052.5501,2014095.0
ARE,United Arab Emirates,1993,11039.3207535076,65980.331,35745300971.5725,2121704.0
ARE,United Arab Emirates,1994,11635.3088697615,73130.981,38268046815.0419,2232980.0
ARE,United Arab Emirates,1995,11754.3404644334,70641.088,42806864571.426,2348539.0
ARE,United Arab Emirates,1996,12607.8392616279,41059.399,47993462223.6228,2473983.0
ARE,United Arab Emirates,1997,11789.2924288083,41646.119,51209479652.5882,2611610.0
ARE,United Arab Emirates,1998,11596.1113367207,81495.408,48500477900.0416,2755497.0
ARE,United Arab Emirates,1999,11311.8840691769,78374.791,55193466518.727,2897038.0
ARE,United Arab Emirates,2000,11330.5956734337,112562.232,70591424755.7073,3033491.0
ARE,United Arab Emirates,2001,11857.9874517375,101333.878,68676925038.6647,3149440.0
ARE,United Arab Emirates,2002,12438.6474783628,84300.663,75284685608.6257,3254691.0
ARE,United Arab Emirates,2003,11784.9115499481,106365.002,88578899739.223,3400959.0
ARE,United Arab Emirates,2004,11570.7162465603,112877.594,103784073761.03,3658042.0
ARE,United Arab Emirates,2005,10623.7565271497,115627.844,132999867652.074,4069349.0
ARE,United Arab Emirates,2006,9757.15804138693,122752.825,163296124473.913,4662728.0
ARE,United Arab Emirates,2007,9561.6642256529,137981.876,207569781286.572,5405541.0
ARE,United Arab Emirates,2008,9409.65175426315,155066.429,261347863149.485,6206623.0
ARG,Argentina,1990,1411.46651956983,112613.57,141352368714.691,32642442.0
ARG,Argentina,1991,1434.96060066516,117021.304,189719989668.103,33093579.0
ARG,Argentina,1992,1489.45070789009,121447.373,228779382768.151,33540023.0
ARG,Argentina,1993,1469.43427608146,118609.115,236753563469.871,33982035.0
ARG,Argentina,1994,1552.4594286543,123350.546,257439956992.0,34420352.0
ARG,Argentina,1995,1547.44373573382,122547.473,258031878144.0,34855160.0
ARG,Argentina,1996,1575.62102062586,129217.746,272149757952.0,35287113.0
ARG,Argentina,1997,1638.88014449084,134677.909,292858888192.0,35714929.0
ARG,Argentina,1998,1662.64176631389,137673.848,298948362240.0,36134642.0
ARG,Argentina,1999,1653.37180296702,145488.225,283523022848.0,36541029.0
ARG,Argentina,2000,1650.49336041721,141076.824,284203745280.0,36930709.0
ARG,Argentina,2001,1550.46150733111,140471.769,268696715264.0,37302116.0
ARG,Argentina,2002,1470.79355578487,131406.945,102040334258.58,37657340.0
ARG,Argentina,2003,1553.82547800861,142349.273,129597103033.807,38001251.0
ARG,Argentina,2004,1755.40976242057,155000.423,153129481873.143,38340778.0
ARG,Argentina,2005,1731.38620353146,158924.113,183193408940.742,38681174.0
ARG,Argentina,2006,1870.23771360335,175528.289,214066231199.562,39023850.0
ARG,Argentina,2007,1867.24018904053,183727.701,260768703249.434,39368066.0
ARG,Argentina,2008,1922.7606390021,192378.154,326676673164.783,39714298.0
ARM,Armenia,1992,1193.32886948759,3681.668,1272577521.7683,3449940.0
ARM,Armenia,1993,646.577990032557,2929.933,1201313196.45626,3370373.0
ARM,Armenia,1994,414.996626693491,2966.603,1315158670.47971,3290540.0
ARM,Armenia,1995,506.306983832391,3490.984,1468317350.02343,3223173.0
ARM,Armenia,1996,557.521077742944,2607.237,1596968913.19202,3172185.0
ARM,Armenia,1997,589.980145691832,3278.298,1639492424.38103,3134836.0
ARM,Armenia,1998,606.005401561416,3406.643,1893726437.35976,3109101.0
ARM,Armenia,1999,589.324032946098,3058.278,1845482181.48539,3090624.0
ARM,Armenia,2000,651.264361538547,3465.315,1911563665.39006,3076098.0
ARM,Armenia,2001,651.636272306503,3542.322,2118467913.37873,3065810.0
ARM,Armenia,2002,610.102947762986,3003.273,2376335048.39976,3061067.0
ARM,Armenia,2003,643.765801877699,3428.645,2807061008.69084,3060554.0
ARM,Armenia,2004,680.194879403594,3644.998,3576615240.41616,3062612.0
ARM,Armenia,2005,817.053680518364,4349.062,4900436758.50466,3065954.0
ARM,Armenia,2006,829.406640858623,4378.398,6384457744.44765,3069844.0
ARM,Armenia,2007,925.555131594399,5056.793,9206277478.95229,3074181.0
ARM,Armenia,2008,973.201146963369,5548.171,11662017844.8868,3079087.0
ATG,Antigua and Barbuda,1990,1588.81566509115,300.694,391570363.454988,62202.0
ATG,Antigua and Barbuda,2004,1629.68685868804,407.037,815396281.895879,82838.0
ATG,Antigua and Barbuda,2005,1632.5849659183,410.704,866818503.209952,83916.0
ATG,Antigua and Barbuda,2006,1683.30351257181,425.372,1010881463.62867,84952.0
ATG,Antigua and Barbuda,2007,1698.9585151568,436.373,1155366646.26216,85935.0
AUS,Australia,1990,5052.77847771182,287331.452,314518661023.471,17065100.0
AUS,Australia,1991,4926.72778292062,281530.258,329965465819.01,17284000.0
AUS,Australia,1992,4957.33861103172,294456.433,328991771129.739,17495000.0
AUS,Australia,1993,5160.70057168733,302116.796,315553681843.732,17667000.0
AUS,Australia,1994,5111.08064967796,303957.63,326529920442.753,17855000.0
AUS,Australia,1995,5121.51610225764,307433.946,371090733590.734,18072000.0
AUS,Australia,1996,5403.64862650866,329259.93,403660849772.382,18311000.0
AUS,Australia,1997,5469.99843387158,333623.66,437674127406.48,18517000.0
AUS,Australia,1998,5554.77387632943,346912.868,401216848673.947,18711000.0
AUS,Australia,1999,5610.94467927718,325523.257,390208672766.011,18926000.0
AUS,Australia,2000,5644.60914739205,329604.628,416923318470.138,19153000.0
AUS,Australia,2001,5502.98403131922,324859.53,380427712783.085,19413000.0
AUS,Australia,2002,5676.00735825437,341397.7,397239430724.152,19651400.0
AUS,Australia,2003,5686.299094263,346476.495,468468841001.747,19895400.0
AUS,Australia,2004,5649.97302185081,349223.078,615275999430.929,20127400.0
AUS,Australia,2005,5863.86569125463,367393.063,696033679145.993,20394800.0
AUS,Australia,2006,5910.01739306886,377381.971,749316412099.431,20697900.0
AUS,Australia,2007,5929.28840906395,380814.283,856816361780.639,21072500.0
AUS,Australia,2008,6019.0676093681,399218.956,1039415095376.83,21498500.0
AUT,Austria,1990,3213.88953948459,60960.208,164846797773.206,7710882.0
AUT,Austria,1991,3381.07379003113,65888.656,172166366529.169,7798899.0
AUT,Austria,1992,3256.04537553972,60531.169,193096520160.28,7782519.0
AUT,Austria,1993,3229.31722115956,58213.625,188288650183.367,7928746.0
AUT,Austria,1994,3221.3413066833,57586.568,201192480424.045,7928746.0
AUT,Austria,1995,3356.75092388886,60622.844,238314109458.168,7953067.0
AUT,Austria,1996,3559.87307416002,61055.55,234143004938.913,7964966.0
AUT,Austria,1997,3536.66023678491,61359.911,206878199346.037,7971116.0
AUT,Austria,1998,3594.19331957901,63549.11,212150714762.117,7982461.0
AUT,Austria,1999,3580.24544793135,61755.947,210929628169.614,8002186.0
AUT,Austria,2000,3566.05107933964,61788.95,191200302192.74,8011560.50891186
AUT,Austria,2001,3761.80656148669,63637.118,190155281431.767,8043015.63768939
AUT,Austria,2002,3779.35888472164,65118.586,205954943534.726,8083639.29752868
AUT,Austria,2003,3974.88666880189,72316.907,252034237020.316,8117800.0
AUT,Austria,2004,3978.51505254015,72118.889,289038861882.5,8174700.0
AUT,Austria,2005,4123.58556107515,74385.095,302921137392.429,8233300.0
AUT,Austria,2006,4076.09088836795,72126.223,322340100433.926,8282424.0
AUT,Austria,2007,4008.35065297415,68807.588,372291309786.789,8300788.0
AUT,Austria,2008,4016.59604511303,67725.823,414670756948.768,8336926.0
AZE,Azerbaijan,1992,2803.11649959361,44172.682,4991350457.5425,7382000.0
AZE,Azerbaijan,1993,2328.27738492328,43285.268,3973027396.65195,7495000.0
AZE,Azerbaijan,1994,2095.85691720416,42383.186,3313739673.54738,7597000.0
AZE,Azerbaijan,1995,1660.95237475602,33586.053,3052467522.36104,7685000.0
AZE,Azerbaijan,1996,1518.2030142986,31565.536,3176749593.11788,7763000.0
AZE,Azerbaijan,1997,1437.55192651187,29966.724,3962710163.11167,7838000.0
AZE,Azerbaijan,1998,1505.19423733097,31594.872,4446396217.63265,7913000.0
AZE,Azerbaijan,1999,1386.12075660779,29299.33,4581222442.45783,7983000.0
AZE,Azerbaijan,2000,1420.70678752834,30546.11,5272617196.04517,8048534.78590979
AZE,Azerbaijan,2001,1404.83886253062,29438.676,5707618246.56848,8111143.77877744
AZE,Azerbaijan,2002,1402.184676934,30007.061,6236024951.20423,8171892.8957739
AZE,Azerbaijan,2003,1456.26823843472,31162.166,7275766111.24309,8234039.36412743
AZE,Azerbaijan,2004,1522.37001673271,32262.266,8680511918.49357,8306399.79834826
AZE,Azerbaijan,2005,1652.88619315169,34491.802,13245421880.834,8391850.0
AZE,Azerbaijan,2006,1592.93150491187,39317.574,20982270733.2484,8484550.0
AZE,Azerbaijan,2007,1417.76956871337,42236.506,33049380917.6985,8581300.0
AZE,Azerbaijan,2008,1522.13239153753,47139.285,46258154819.8637,8763400.0
BEL,Belgium,1990,4844.17561249674,108469.86,202563186141.96,9967400.0
BEL,Belgium,1991,5055.8933479934,117578.688,207672604016.539,10004500.0
BEL,Belgium,1992,5093.0268790443,114373.73,231616006775.408,10045000.0
BEL,Belgium,1993,4954.27864544598,108924.568,221691791044.776,10084500.0
BEL,Belgium,1994,5225.41312428328,113306.633,241582269471.907,10115600.0
BEL,Belgium,1995,5304.05759213953,112976.603,284142036124.795,10136800.0
BEL,Belgium,1996,5586.58915033967,119624.874,275433224755.7,10157000.0
BEL,Belgium,1997,5579.64502504666,116295.238,249438430311.231,10181000.0
BEL,Belgium,1998,5659.69665784573,119184.834,255267837297.177,10203000.0
BEL,Belgium,1999,5689.20506551926,115844.197,254175367568.719,10226000.0
BEL,Belgium,2000,5707.01648458837,115712.185,232371475953.566,10252000.0
BEL,Belgium,2001,5673.66569456596,114766.099,232154809843.4,10287000.0
BEL,Belgium,2002,5454.6165682764,107531.108,252452475061.171,10333000.0
BEL,Belgium,2003,5709.10357452049,114835.772,311191873589.165,10376133.0
BEL,Belgium,2004,5650.96534092201,111282.449,361109559019.823,10421137.0
BEL,Belgium,2005,5600.42789997955,107116.737,376616674128.24,10478617.0
BEL,Belgium,2006,5509.34389386078,106816.043,399113833060.901,10547958.0
BEL,Belgium,2007,5366.71814562805,102529.32,458619726868.846,10625700.0
BEL,Belgium,2008,5469.58157597596,104879.867,505373713699.784,10709973.0
BEN,Benin,1990,348.055167911585,715.065,1845041493.97641,4773137.0
BEN,Benin,1991,341.84022665232,828.742,1877810375.13616,4934077.0
BEN,Benin,1992,338.327458946995,905.749,1624296266.50694,5108335.0
BEN,Benin,1993,334.353325790341,1133.103,2106272067.68824,5290562.0
BEN,Benin,1994,330.220965110647,1265.115,1496845630.25929,5473217.0
BEN,Benin,1995,326.841959880314,1327.454,2009226253.79815,5651141.0
BEN,Benin,1996,369.425032871091,1265.115,2208067090.28089,5821985.0
BEN,Benin,1997,372.652695941763,1217.444,2156753028.13332,5988093.0
BEN,Benin,1998,357.644099443873,1213.777,2334564287.16502,6154708.0
BEN,Benin,1999,362.777898202,1562.142,2387363924.05615,6329476.0
BEN,Benin,2000,304.192665941474,1617.147,2254838684.51335,6517810.0
BEN,Benin,2001,313.709311108787,1738.158,2371785987.12212,6721337.0
BEN,Benin,2002,327.52996727436,2053.52,2807357350.89456,6937985.0
BEN,Benin,2003,334.662949324603,2321.211,3557983482.4501,7164976.0
BEN,Benin,2004,336.787787485376,2398.218,4047438048.56774,7397985.0
BEN,Benin,2005,327.524834756988,2566.9,4287463884.06501,7633757.0
BEN,Benin,2006,374.768268178681,3729.339,4734839067.49029,7871707.0
BEN,Benin,2007,395.343376262993,3879.686,5546177809.02921,8112573.0
BEN,Benin,2008,392.489450668862,4066.703,6682744914.13769,8355980.0
BGD,Bangladesh,1990,120.996407369589,15533.412,30128776343.5765,105256026.0
BGD,Bangladesh,1991,116.511475882494,15940.449,30957444767.4221,107768749.0
BGD,Bangladesh,1992,120.235439050409,17748.28,31708863729.9733,110225555.0
BGD,Bangladesh,1993,124.190375715098,17407.249,33166530060.0412,112645460.0
BGD,Bangladesh,1994,126.988771805495,18969.391,33768661426.807,115059015.0
BGD,Bangladesh,1995,135.307621224185,22816.074,37939752959.8665,117486952.0
BGD,Bangladesh,1996,133.336185584029,24029.851,40666015641.0564,119928682.0
BGD,Bangladesh,1997,136.512118865867,25063.945,42318798537.7145,122370403.0
BGD,Bangladesh,1998,139.454308402344,24040.852,44091754148.1823,124803351.0
BGD,Bangladesh,1999,138.703612418932,25232.627,45694072379.3677,127214841.0
BGD,Bangladesh,2000,143.550832794625,27865.533,47124925462.1348,129592275.0
BGD,Bangladesh,2001,153.217126365717,32449.283,46987842846.553,131944584.0
BGD,Bangladesh,2002,154.589664067029,33699.73,47571130071.3913,134266428.0
BGD,Bangladesh,2003,158.971027955012,33824.408,51913661485.3195,136514768.0
BGD,Bangladesh,2004,162.580466449063,39735.612,56560744012.2303,138633401.0
BGD,Bangladesh,2005,169.84421321769,37652.756,60277560975.6098,140587922.0
BGD,Bangladesh,2006,178.339365183579,46644.24,61901116736.1525,142353501.0
BGD,Bangladesh,2007,184.02470102056,46930.266,68415421372.7194,143956805.0
BGD,Bangladesh,2008,192.06189514175,46526.896,79554350677.7438,145478300.0
BGR,Bulgaria,1990,3277.39068593714,77729.399,20726300434.7032,8718000.0
BGR,Bulgaria,1991,2560.05444856348,59706.094,10943548723.7608,8632000.0
BGR,Bulgaria,1992,2413.88442622951,53600.539,10371900499.4574,8540000.0
BGR,Bulgaria,1993,2600.10587818697,69328.302,10831999516.8061,8472000.0
BGR,Bulgaria,1994,2520.94119739182,55848.41,9704877673.48824,8435000.0
BGR,Bulgaria,1995,2750.22678571429,59805.103,13069087676.7291,8400000.0
BGR,Bulgaria,1996,2746.93788894208,56691.82,8890314314.92352,8356000.0
BGR,Bulgaria,1997,2505.27113108314,53681.213,10053468883.3592,8312068.0
BGR,Bulgaria,1998,2424.27637156352,50993.302,13060786260.8922,8257000.0
BGR,Bulgaria,1999,2224.9740497076,43981.998,13228374664.8122,8208000.0
BGR,Bulgaria,2000,2314.28846153846,43530.957,12903546576.0887,8060000.0
BGR,Bulgaria,2001,2464.20581542351,46453.556,13868600611.9981,7910000.0
BGR,Bulgaria,2002,2416.32329393824,44634.724,15979194407.5093,7869000.0
BGR,Bulgaria,2003,2493.91039243257,47307.967,20668176666.3655,7823000.0
BGR,Bulgaria,2004,2418.77246853008,46787.253,25283228735.9157,7781161.0
BGR,Bulgaria,2005,2569.26303957415,47909.355,28895083539.8005,7739900.0
BGR,Bulgaria,2006,2655.4797883367,48943.449,33209188725.2826,7699020.0
BGR,Bulgaria,2007,2624.43634033633,52812.134,42113655820.4824,7659764.0
BGR,Bulgaria,2008,2594.20887937723,50538.594,51824867626.646,7623395.0
BHR,Bahrain,1990,8825.51314590853,11884.747,4229787378.87456,492891.0
BHR,Bahrain,1991,7976.4034854002,11503.379,4616223477.21289,506685.0
BHR,Bahrain,1992,8319.86007204212,10590.296,4751063992.46826,519696.0
BHR,Bahrain,1993,8746.28166548326,15141.043,5200266050.40256,532362.0
BHR,Bahrain,1994,9073.51342033892,15254.72,5567553552.34054,545329.0
BHR,Bahrain,1995,8818.15840263009,16021.123,5849468115.18506,559069.0
BHR,Bahrain,1996,8635.98555610056,15621.42,6101861655.74215,574914.0
BHR,Bahrain,1997,9130.50898334868,17319.241,6349202600.38155,592986.0
BHR,Bahrain,1998,9512.98268920239,18404.673,6183941092.31601,611237.0
BHR,Bahrain,1999,9020.93448102558,18019.638,6621186419.41611,626765.0
BHR,Bahrain,2000,9189.51163676192,18643.028,7970690894.22308,638193.0
BHR,Bahrain,2001,9445.44053789046,13927.266,7928934209.57661,642510.0
BHR,Bahrain,2002,10019.4262307848,15698.427,8491183200.55491,642070.0
BHR,Bahrain,2003,10432.9289021021,16468.497,9747599583.42221,647164.0
BHR,Bahrain,2004,10375.1652375849,17275.237,11235671061.4371,671760.0
BHR,Bahrain,2005,10348.0636914379,18595.357,13460198289.6975,724807.0
BHR,Bahrain,2006,10193.2475567222,20186.835,15854942950.6104,811410.0
BHR,Bahrain,2007,9456.59385589582,21481.286,18473097688.7683,925733.0
BHR,Bahrain,2008,8784.70750000713,22478.71,21902892583.9637,1052359.0
BHS,"Bahamas, The",1990,2519.51111553598,1950.844,3166000000.0,256128.0
BHS,"Bahamas, The",2004,2109.68453226324,2009.516,6031700548.47152,314739.0
BHS,"Bahamas, The",2005,2179.3723658089,2108.525,6508774909.10944,319358.0
BHS,"Bahamas, The",2006,2178.56856319392,2137.861,6875630000.0,324066.0
BHS,"Bahamas, The",2007,2155.9260599463,2148.862,7233960000.0,328861.0
BIH,Bosnia and Herzegovina,1994,425.193932349557,3630.33,1255802465.43943,3462032.0
BIH,Bosnia and Herzegovina,1995,459.826811816459,3542.322,1866572992.65202,3332098.0
BIH,Bosnia and Herzegovina,1996,539.756817978311,5368.488,2786045391.91109,3305672.0
BIH,Bosnia and Herzegovina,1997,812.466722287985,12500.803,3671816537.75935,3365616.0
BIH,Bosnia and Herzegovina,1998,974.021380432924,16226.475,4116699576.17583,3480285.0
BIH,Bosnia and Herzegovina,1999,931.55456237203,18771.373,4685729742.91939,3601438.0
BIH,Bosnia and Herzegovina,2000,1179.44130787087,23252.447,5505984455.95855,3693698.0
BIH,Bosnia and Herzegovina,2001,1122.85900271318,20722.217,5748990554.79945,3748370.0
BIH,Bosnia and Herzegovina,2002,1169.38580988871,22944.419,6651226179.01829,3775883.0
BIH,Bosnia and Herzegovina,2003,1165.20241931924,23263.448,8370020196.19158,3782717.0
BIH,Bosnia and Herzegovina,2004,1273.63872978967,24634.906,10022840634.9206,3781358.0
BIH,Bosnia and Herzegovina,2005,1334.88803626341,25632.33,10763567749.7298,3781001.0
BIH,Bosnia and Herzegovina,2006,1426.14134591077,27469.497,12254412802.2577,3781588.0
BIH,Bosnia and Herzegovina,2007,1479.14281797941,28987.635,15226731980.4059,3779034.0
BIH,Bosnia and Herzegovina,2008,1583.14795011558,31275.843,18500599161.1744,3774164.0
BLR,Belarus,1992,3620.72768206735,87487.286,17022180272.211,10216000.0
BLR,Belarus,1993,3076.69704072663,74451.101,16280372553.0518,10239000.0
BLR,Belarus,1994,2615.73648186174,65914.325,14931599418.4226,10227000.0
BLR,Belarus,1995,2427.66676476359,62118.98,13972637603.2102,10194000.0
BLR,Belarus,1996,2501.34616141732,60157.135,14756861538.4615,10160000.0
BLR,Belarus,1997,2505.60274785015,59519.077,14128412417.193,10117000.0
BLR,Belarus,1998,2465.39666302513,57597.569,15222014828.3039,10069000.0
BLR,Belarus,1999,2408.82222222222,55819.074,12138485328.6267,10035000.0
BLR,Belarus,2000,2467.19290354823,53468.527,12736856485.1068,10005000.0
BLR,Belarus,2001,2484.79968050922,52595.781,12354820143.8849,9970260.05529868
BLR,Belarus,2002,2544.24413098237,52390.429,14594925392.9691,9925000.0
BLR,Belarus,2003,2633.08895424066,53721.55,17825436034.5366,9873968.35117472
BLR,Belarus,2004,2735.83445224898,58220.959,23141587717.7633,9824469.45132408
BLR,Belarus,2005,2749.0039878296,59042.367,30210091836.8294,9775591.4938548
BLR,Belarus,2006,2941.6214744413,61807.285,36961918858.7385,9732500.0
BLR,Belarus,2007,2891.95557616986,60256.144,45275711995.825,9702000.0
BLR,Belarus,2008,2931.19579254322,62815.71,60763483146.0674,9602000.0
BLZ,Belize,1990,562.0,311.695,413049984.0,189000.0
BLZ,Belize,2004,548.478414720453,381.368,1056303706.29218,282600.0
BLZ,Belize,2005,551.747772446881,396.036,1114874607.77669,291800.0
BLZ,Belize,2006,570.696714512287,407.037,1213104430.03398,301386.0
BLZ,Belize,2007,571.428571428571,425.372,1276751655.94473,311500.0
BOL,Bolivia,1990,392.07117199137,5504.167,4867582765.48273,6658462.0
BOL,Bolivia,1991,394.957523180048,5779.192,5343259488.68929,6813834.0
BOL,Bolivia,1992,408.716710007559,6648.271,5643864513.49805,6974168.0
BOL,Bolivia,1993,420.122764773884,8038.064,5734703516.14626,7138204.0
BOL,Bolivia,1994,452.76326183595,8907.143,5981218963.39922,7304230.0
BOL,Bolivia,1995,497.675053624551,9424.19,6715164449.92696,7470925.0
BOL,Bolivia,1996,540.029344212112,8734.794,7396952017.81691,7637622.0
BOL,Bolivia,1997,579.327278833438,9842.228,7925733799.38014,7804333.0
BOL,Bolivia,1998,591.545452732117,10326.272,8497499275.77644,7971237.0
BOL,Bolivia,1999,550.081940806522,9768.888,8285061590.59504,8138802.0
BOL,Bolivia,2000,455.385345423659,9519.532,8397858205.82571,8307248.0
BOL,Bolivia,2001,347.198777261317,8830.136,8141513227.14468,8476709.0
BOL,Bolivia,2002,412.71050471633,8346.092,7905485150.06532,8646659.0
BOL,Bolivia,2003,427.347326895655,11521.714,8082396474.23918,8815911.0
BOL,Bolivia,2004,408.099618420164,10626.966,8773451753.44247,8982917.0
BOL,Bolivia,2005,571.03028374854,10293.269,9549196301.69679,9146655.0
BOL,Bolivia,2006,694.229078960658,10465.618,11451297465.9489,9306660.0
BOL,Bolivia,2007,571.844107944452,13054.52,13120517443.1596,9463497.0
BOL,Bolivia,2008,621.535804150059,12834.5,16675015771.1304,9618466.0
BRA,Brazil,1990,937.155990283101,208886.988,461951782000.0,149650206.0
BRA,Brazil,1991,939.25664742651,219330.604,407337832905.405,152146887.0
BRA,Brazil,1992,934.013848938257,220705.729,390566551483.761,154582103.0
BRA,Brazil,1993,942.659701553689,230738.641,438299504406.263,156985824.0
BRA,Brazil,1994,977.32809477486,242154.012,546233380259.659,159398558.0
BRA,Brazil,1995,995.483260415401,275564.049,768951180305.3,161848162.0
BRA,Brazil,1996,1032.48711818494,301244.05,839683246760.432,164342524.0
BRA,Brazil,1997,1068.57177474511,321199.864,871199987487.699,166869168.0
BRA,Brazil,1998,1077.93311119062,314012.544,843826501464.433,169409713.0
BRA,Brazil,1999,1086.14377242135,322068.943,586863191444.692,171936271.0
BRA,Brazil,2000,1084.47501968277,330125.342,644701831101.394,174425387.0
BRA,Brazil,2001,1075.75798873043,339894.23,553582178386.192,176877135.0
BRA,Brazil,2002,1092.31121845374,335185.802,504221228974.035,179289227.0
BRA,Brazil,2003,1096.12900676889,324753.187,552469288267.793,181633074.0
BRA,Brazil,2004,1140.61387473185,341166.679,663760000000.0,183873377.0
BRA,Brazil,2005,1158.3861114051,349967.479,882185291700.904,185986964.0
BRA,Brazil,2006,1186.26776033743,352541.713,1088917279411.76,187958211.0
BRA,Brazil,2007,1240.22240584427,368368.485,1365982651542.37,189798070.0
BRA,Brazil,2008,1297.91008491728,393219.744,1652632229227.61,191543237.0
BRB,Barbados,1990,1240.79799307132,1074.431,1710435930.60939,259501.0
BRB,Barbados,2004,1389.16157616125,1294.451,2824000000.0,269947.0
BRB,Barbados,2005,1441.75850175414,1353.123,3005000000.0,270503.0
BRB,Barbados,2006,1468.29876559606,1371.458,3190900000.0,271062.0
BRB,Barbados,2007,1476.3380924681,1349.456,3409200000.0,271618.0
BRN,Brunei Darussalam,1990,6990.23896876549,6420.917,3520551724.13793,252125.0
BRN,Brunei Darussalam,1991,7706.78639867056,5815.862,3701667052.55846,259357.0
BRN,Brunei Darussalam,1992,8049.94864951985,5808.528,4183548189.07305,266794.0
BRN,Brunei Darussalam,1993,7552.27046590201,5588.508,4105706151.75145,274371.0
BRN,Brunei Darussalam,1994,6885.27659574468,5408.825,4087337959.93191,282000.0
BRN,Brunei Darussalam,1995,7984.06154398613,5515.168,4734020036.68689,289614.0
BRN,Brunei Darussalam,1996,7805.00558568987,5595.842,5115602836.87943,297188.0
BRN,Brunei Darussalam,1997,7855.29951497411,5812.195,5197332974.13793,304726.0
BRN,Brunei Darussalam,1998,7635.29735823917,5984.544,4051147227.53346,312216.0
BRN,Brunei Darussalam,1999,7600.38666808487,4598.418,4600000000.0,319654.0
BRN,Brunei Darussalam,2000,7502.65719981898,6527.26,6001153317.86543,327036.0
BRN,Brunei Darussalam,2001,6818.52441169081,6197.23,5601090584.36122,334348.0
BRN,Brunei Darussalam,2002,6512.56934584364,5320.817,5843329101.97699,341585.0
BRN,Brunei Darussalam,2003,7394.15547737627,5357.487,6557333067.38606,348771.0
BRN,Brunei Darussalam,2004,7292.0439508573,5361.154,7872333197.25476,355943.0
BRN,Brunei Darussalam,2005,6992.87844614635,5126.466,9531402829.84859,363123.0
BRN,Brunei Darussalam,2006,8785.17054307526,4822.105,11470703002.0769,370317.0
BRN,Brunei Darussalam,2007,8795.38452980427,9559.869,12247627894.6321,377513.0
BRN,Brunei Darussalam,2008,9433.50966349966,10593.963,14393099068.5859,384695.0
BTN,Bhutan,1990,100.223720680394,128.345,281287042.962987,558500.0
BTN,Bhutan,2004,280.199252801993,469.376,702744043.340448,642400.0
BTN,Bhutan,2005,309.422366080028,682.062,818869145.811525,659293.0
